ID,Name,Age,Center,Forward,Guard,A-10,A-Sun,AAC,ACC,AEC,Big 12,Big East,Big Sky,Big South,Big Ten,Big West,CAA,CUSA,Horizon,Ivy,MAAC,MAC,MEAC,MVC,MWC,OVC,Pac-10,Pac-12,Patriot,SEC,Southern,Southland,Summit,Sun Belt,WAC,WCC,Height,Weight,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,DraftCategory,DraftPick
marcus-smart-1,Marcus Smart,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,99,2014,31,31,32.7,5.3,12.5,3.7,7.2,1.6,5.3,5.9,8.1,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9,18.0,8.34,26.9,0.552,0.486,0.425,0.648,589.0,5.1,14.9,10.2,30.1,5.0,1.9,14.0,29.2,3.1,2.5,5.6,0.22,0,6
julius-randle-1,Julius Randle,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206,113,2014,40,40,30.8,4.9,9.8,4.8,9.3,0.1,0.5,5.1,7.2,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.9,24.5,0.5670000000000001,0.505,0.046,0.7390000000000001,599.0,13.3,24.7,19.2,10.0,1.0,2.6,16.1,25.4,3.5,2.4,5.9,0.191,0,7
nik-stauskas-1,Nik Stauskas,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,92,2014,36,36,35.6,5.1,10.9,2.6,5.2,2.6,5.8,4.7,5.7,0.4,2.5,2.9,3.3,0.6,0.3,1.9,1.3,17.5,9.65,22.7,0.642,0.586,0.528,0.518,594.0,1.6,8.8,5.3,18.8,1.0,0.9,12.0,24.4,5.0,1.1,6.2,0.193,0,8
noah-vonleh-1,Noah Vonleh,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,108,2014,30,29,26.5,3.8,7.2,3.2,6.1,0.5,1.1,3.2,4.5,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64,22.2,0.604,0.56,0.153,0.62,321.0,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,1.6,2.0,3.6,0.182,0,9
elfrid-payton-1,Elfrid Payton,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,81,2014,35,34,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6.0,5.9,2.3,0.6,3.6,2.4,19.2,-0.28,25.2,0.551,0.524,0.11599999999999999,0.648,732.0,7.1,11.7,9.4,32.9,3.6,1.7,17.2,27.6,3.7,1.9,5.6,0.177,0,10
doug-mcdermott-1,Doug McDermott,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,102,2014,35,35,33.7,9.4,17.9,6.7,11.8,2.7,6.1,5.1,5.9,1.6,5.3,7.0,1.6,0.2,0.1,1.8,1.9,26.7,7.17,32.8,0.644,0.603,0.341,0.32899999999999996,788.0,6.4,17.8,12.6,11.5,0.4,0.5,7.9,36.2,6.3,1.4,7.7,0.261,0,11
zach-lavine-1,Zach LaVine,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,196,81,2014,37,1,24.4,3.4,7.8,2.1,4.3,1.3,3.5,1.3,1.8,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62,14.6,0.545,0.524,0.444,0.23600000000000002,324.0,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,1.4,1.2,2.5,0.111,0,13
tj-warren-1,T.J. Warren,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,105,2014,35,35,35.4,9.8,18.6,8.9,15.3,0.9,3.3,4.5,6.5,3.2,3.9,7.1,1.1,1.8,0.6,2.4,2.8,24.9,7.44,31.3,0.574,0.5479999999999999,0.17800000000000002,0.34700000000000003,775.0,10.8,12.7,11.8,8.6,3.1,1.8,9.9,35.5,4.7,1.7,6.5,0.209,0,14
adreian-payne-1,Adreian Payne,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,111,2014,31,28,28.1,5.7,11.4,4.3,8.1,1.4,3.4,3.5,4.5,1.5,5.7,7.3,1.3,0.5,0.9,2.0,2.6,16.4,9.38,25.1,0.607,0.565,0.294,0.39,443.0,6.8,22.9,15.2,10.2,1.0,3.8,13.1,28.9,2.7,1.7,4.3,0.2,0,15
james-young-1,James Young,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,198,97,2014,40,39,32.4,4.6,11.3,2.5,5.4,2.1,5.9,3.1,4.4,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.9,16.6,0.536,0.498,0.522,0.39299999999999996,527.0,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,3.0,1.7,4.7,0.145,1,17
tyler-ennis-1,Tyler Ennis,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,81,2014,34,34,35.7,4.4,10.6,3.5,8.1,0.9,2.5,3.4,4.4,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25,21.3,0.511,0.45299999999999996,0.23600000000000002,0.414,480.0,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,3.2,2.2,5.5,0.18,1,18
gary-harris-1,Gary Harris,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,95,2014,35,34,32.3,5.6,13.0,3.3,6.4,2.3,6.6,3.3,4.1,1.1,2.9,4.0,2.7,1.8,0.4,1.7,2.1,16.7,9.38,22.5,0.561,0.518,0.505,0.312,542.0,4.0,10.2,7.3,16.8,3.4,1.6,10.3,26.8,3.3,2.0,5.3,0.188,1,19
mitch-mcgary-1,Mitch McGary,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,115,2014,8,4,24.8,3.8,6.9,3.8,6.6,0.0,0.3,2.0,3.0,2.9,5.4,8.3,1.5,1.9,0.8,1.6,3.1,9.5,9.65,26.2,0.5720000000000001,0.545,0.036000000000000004,0.436,84.0,15.5,27.1,21.5,12.6,4.9,3.2,16.4,22.5,0.5,0.5,1.0,0.20800000000000002,1,21
jordan-adams-1,Jordan Adams,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,196,99,2014,36,36,30.1,5.8,11.9,4.3,7.9,1.4,4.1,4.4,5.3,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4,7.62,28.3,0.603,0.545,0.34,0.441,594.0,7.5,13.1,10.4,14.7,5.0,0.6,9.4,26.5,4.2,2.2,6.4,0.237,1,22
rodney-hood-1,Rodney Hood,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,97,2014,35,33,32.9,5.5,11.8,3.4,6.9,2.0,4.8,3.1,3.9,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,8.48,20.1,0.59,0.55,0.41,0.32799999999999996,507.0,2.9,11.7,7.2,13.2,1.3,0.8,10.2,23.8,3.6,1.2,4.9,0.17,1,23
shabazz-napier-1,Shabazz Napier,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,81,2014,40,40,35.1,5.3,12.4,3.2,7.0,2.2,5.4,5.2,6.0,1.0,4.9,5.9,4.9,1.8,0.3,2.9,2.1,18.0,8.63,25.5,0.591,0.517,0.433,0.48,745.0,3.4,15.0,9.7,30.8,3.2,1.0,15.8,27.5,4.9,3.1,7.9,0.226,1,24
pj-hairston-1,P.J. Hairston,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,99,2013,34,14,23.6,4.7,10.9,2.1,4.2,2.6,6.6,2.6,3.3,1.9,2.4,4.3,1.4,1.3,0.4,1.1,1.9,14.6,8.01,27.1,0.586,0.551,0.61,0.306,437.0,8.4,12.5,10.2,11.2,3.0,1.7,8.4,27.0,3.4,1.2,4.6,0.228,1,26
cj-wilcox-1,C.J. Wilcox,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,196,88,2014,32,31,34.9,6.2,13.6,3.3,6.4,2.8,7.2,3.2,3.7,0.7,3.0,3.7,2.5,1.0,1.0,1.7,2.3,18.3,6.45,22.0,0.598,0.556,0.529,0.271,527.0,2.3,10.6,6.4,15.4,1.7,2.8,9.9,24.6,3.6,0.9,4.4,0.159,1,28
josh-huestis-1,Josh Huestis,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201,104,2014,36,36,35.2,4.3,9.6,3.6,7.5,0.7,2.1,1.8,2.8,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2,9.0,17.3,0.51,0.488,0.223,0.295,413.0,8.8,18.4,13.7,6.8,1.0,5.9,9.8,18.0,1.9,2.1,4.0,0.126,1,29
kj-mcdaniels-1,K.J. McDaniels,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,90,2014,36,35,33.7,5.8,12.6,4.6,8.8,1.2,3.8,4.3,5.1,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,5.97,28.4,0.5660000000000001,0.505,0.303,0.402,579.0,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,3.6,3.1,6.7,0.221,2,32
cleanthony-early-1,Cleanthony Early,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203,99,2014,36,36,27.4,5.2,10.7,3.4,5.8,1.8,4.9,4.2,5.0,1.3,4.6,5.9,0.8,0.8,0.8,1.9,2.3,16.4,1.74,26.5,0.627,0.57,0.45899999999999996,0.46399999999999997,507.0,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,3.6,2.5,6.1,0.24600000000000002,2,34
jarnell-stokes-1,Jarnell Stokes,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,203,117,2014,37,37,32.4,5.4,10.1,5.4,10.1,0.0,0.0,4.3,6.2,4.2,6.4,10.6,2.0,0.7,0.9,2.1,2.0,15.1,7.84,27.6,0.5760000000000001,0.531,0.0,0.613,575.0,15.3,23.1,19.2,13.7,1.4,2.9,13.7,24.6,4.2,2.6,6.8,0.22699999999999998,2,35
deandre-daniels-1,DeAndre Daniels,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,88,2014,38,38,29.0,4.9,10.6,3.6,7.4,1.3,3.2,1.8,2.3,1.4,4.6,6.0,0.4,0.7,1.4,1.5,2.4,13.1,8.63,20.0,0.5589999999999999,0.531,0.299,0.222,437.0,6.3,16.9,12.0,3.6,1.4,5.2,11.2,24.2,2.1,2.4,4.4,0.16,2,37
spencer-dinwiddie-1,Spencer Dinwiddie,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,198,90,2014,17,17,31.1,3.6,7.7,2.1,4.0,1.5,3.7,6.0,7.0,0.5,2.6,3.1,3.8,1.5,0.2,1.8,1.9,14.7,8.8,24.8,0.667,0.565,0.48100000000000004,0.9079999999999999,248.0,1.8,9.6,5.8,26.3,2.9,0.8,13.8,21.0,2.2,0.8,3.1,0.231,2,38
jerami-grant-1,Jerami Grant,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,95,2014,32,20,31.4,4.2,8.4,4.2,8.2,0.0,0.2,3.8,5.6,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,7.25,21.6,0.547,0.496,0.019,0.664,379.0,9.1,17.2,13.0,9.4,1.7,2.5,9.5,21.1,2.8,1.9,4.6,0.185,2,39
glenn-robinson-2,Glenn Robinson,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,99,2014,37,37,32.3,4.9,10.1,4.0,7.2,0.9,2.9,2.4,3.1,1.5,3.0,4.4,1.2,0.9,0.3,1.2,1.5,13.1,9.65,18.9,0.5660000000000001,0.532,0.29,0.308,450.0,6.0,11.5,8.8,7.6,1.9,1.0,9.7,22.3,2.8,1.4,4.2,0.142,2,40
nick-johnson-1,Nick Johnson,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,190,90,2014,38,38,33.1,5.4,12.5,3.8,8.0,1.6,4.4,3.8,4.9,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2.0,16.3,9.04,21.5,0.5489999999999999,0.498,0.35700000000000004,0.395,573.0,3.0,11.1,7.2,17.6,2.1,2.0,10.2,26.3,3.6,3.1,6.7,0.212,2,42
markel-brown-1,Markel Brown,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,86,2014,34,34,35.3,5.6,11.8,4.0,7.6,1.6,4.3,4.4,5.7,1.1,4.2,5.3,2.9,1.0,1.0,1.6,2.5,17.2,8.34,22.0,0.591,0.541,0.361,0.483,562.0,3.5,12.9,8.4,16.9,1.6,3.1,10.0,23.1,3.7,2.0,5.7,0.191,2,44
dwight-powell-1,Dwight Powell,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,208,108,2014,36,36,32.4,4.9,10.5,4.6,9.4,0.3,1.1,4.0,5.9,1.9,4.9,6.9,3.1,1.3,0.8,2.9,3.1,14.0,9.0,19.7,0.527,0.475,0.10300000000000001,0.557,537.0,7.3,17.3,12.5,20.4,2.4,2.8,17.8,26.0,1.8,2.0,3.8,0.131,2,45
jordan-clarkson-1,Jordan Clarkson,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196,87,2014,35,35,35.1,6.0,13.3,5.1,10.1,0.9,3.3,4.6,5.6,0.8,3.0,3.8,3.4,1.1,0.2,2.7,2.2,17.5,6.86,20.2,0.547,0.48200000000000004,0.244,0.418,605.0,2.9,9.3,6.4,23.3,1.9,0.6,14.3,27.9,3.2,1.2,4.4,0.142,3,46
russ-smith-1,Russ Smith,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,74,2014,37,36,29.3,6.1,13.0,4.2,8.1,1.9,4.9,4.1,5.9,0.8,2.5,3.3,4.6,2.0,0.1,2.8,2.5,18.2,4.8,26.2,0.5760000000000001,0.541,0.376,0.451,662.0,2.9,9.6,6.2,31.6,4.0,0.4,15.2,30.7,3.9,2.9,6.7,0.249,3,47
lamar-patterson-1,Lamar Patterson,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,102,2014,36,36,32.6,5.6,12.7,3.4,7.0,2.2,5.7,3.7,4.9,1.0,3.9,4.9,4.3,1.4,0.3,2.6,2.0,17.1,7.54,24.2,0.569,0.528,0.45,0.382,591.0,3.8,14.4,9.2,29.9,2.8,1.2,14.7,29.1,3.6,2.3,5.9,0.2,3,48
cameron-bairstow-1,Cameron Bairstow,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206,113,2014,34,34,32.9,7.0,12.5,6.9,12.4,0.0,0.1,6.4,8.8,2.2,5.1,7.4,1.6,0.6,1.5,2.0,2.1,20.4,4.84,29.0,0.611,0.5579999999999999,0.006999999999999999,0.7,627.0,8.5,16.5,12.8,11.8,1.0,4.9,10.7,29.9,4.5,2.0,6.5,0.23199999999999998,3,49
alec-brown-1,Alec Brown,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,106,2014,30,30,30.3,5.5,11.6,4.1,8.2,1.4,3.3,2.9,4.0,2.1,3.6,5.7,1.0,0.5,3.1,2.2,2.2,15.3,0.11,22.7,0.569,0.536,0.28800000000000003,0.349,412.0,8.5,12.8,10.8,7.0,1.0,10.9,13.8,26.2,1.9,2.0,3.9,0.17,3,50
semaj-christon-1,Semaj Christon,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,86,2014,34,34,35.3,5.9,12.4,5.4,10.9,0.6,1.4,4.6,6.9,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17.0,8.14,19.1,0.544,0.501,0.11699999999999999,0.56,565.0,1.5,7.4,4.6,25.3,2.3,0.8,14.3,26.9,2.6,1.3,4.0,0.133,3,55
jordan-mcrae-1,Jordan McRae,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196,90,2014,37,37,32.2,6.0,13.8,3.9,7.8,2.1,6.1,4.5,5.7,0.7,2.8,3.5,2.5,0.7,1.0,2.1,2.1,18.7,7.84,24.0,0.565,0.513,0.439,0.414,623.0,2.6,10.0,6.3,17.6,1.3,3.3,11.2,30.4,4.3,2.0,6.2,0.21,3,58
xavier-thames-1,Xavier Thames,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,190,88,2014,36,36,31.3,5.2,12.7,3.5,8.2,1.7,4.5,5.4,6.5,0.6,2.3,2.9,3.2,1.6,0.1,1.4,2.0,17.6,4.86,26.5,0.557,0.478,0.35700000000000004,0.514,607.0,2.1,8.5,5.3,23.7,3.3,0.5,8.2,28.6,4.7,2.8,7.5,0.267,3,59
cory-jefferson-1,Cory Jefferson,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,99,2014,38,38,29.0,4.8,9.7,4.5,8.7,0.4,1.0,3.6,5.6,2.8,5.4,8.2,1.0,0.4,1.3,1.3,2.2,13.7,10.11,23.8,0.5529999999999999,0.519,0.10300000000000001,0.5820000000000001,487.0,11.6,21.0,16.4,7.4,0.8,4.7,9.8,24.2,3.3,1.6,4.9,0.179,3,60
langston-galloway-1,Langston Galloway,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,91,2014,34,34,36.2,5.6,12.6,2.4,5.4,3.2,7.2,3.4,4.1,0.8,3.4,4.3,1.6,1.1,0.5,0.8,2.4,17.7,5.08,21.5,0.61,0.57,0.57,0.322,523.0,2.8,10.5,6.9,9.3,1.8,1.5,5.4,22.4,4.2,1.6,5.8,0.19,4,80
tyler-johnson-2,Tyler Johnson,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193,84,2014,35,35,33.6,5.6,11.7,4.0,7.9,1.6,3.8,3.1,3.8,1.6,5.7,7.3,2.9,1.0,0.4,1.3,2.8,15.9,3.75,24.0,0.589,0.5489999999999999,0.32299999999999995,0.325,549.0,5.6,19.2,12.6,20.3,1.8,1.2,9.1,23.5,4.0,1.6,5.6,0.18899999999999997,4,80
tarik-black-1,Tarik Black,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,117,2014,33,15,13.5,2.2,3.2,2.2,3.2,0.0,0.0,1.0,1.7,1.2,2.6,3.9,0.3,0.3,0.5,0.7,2.8,5.5,11.4,20.6,0.68,0.6920000000000001,0.009000000000000001,0.514,163.0,11.6,21.3,16.8,3.9,1.3,4.0,14.7,17.3,1.2,0.8,2.0,0.18100000000000002,4,80
jarell-eddie-1,Jarell Eddie,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,99,2014,31,30,32.6,4.3,12.2,1.7,5.3,2.6,6.9,2.0,2.6,1.0,4.4,5.4,1.2,0.4,0.4,1.7,1.5,13.3,5.99,13.9,0.495,0.462,0.565,0.215,372.0,3.7,14.7,9.4,9.5,0.7,1.3,11.3,25.0,1.0,1.1,2.1,0.08199999999999999,4,80
okaro-white-1,Okaro White,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,92,2014,36,35,30.1,4.6,9.0,3.9,7.2,0.7,1.8,3.7,4.7,2.1,4.7,6.8,0.9,0.8,1.1,1.9,3.0,13.6,8.13,22.2,0.608,0.551,0.198,0.52,465.0,8.9,16.7,13.2,7.0,1.5,3.9,14.4,22.6,3.1,2.0,5.1,0.187,4,80
bryce-cotton-1,Bryce Cotton,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,74,2014,35,35,39.9,6.6,15.7,4.4,9.7,2.2,6.0,6.5,7.6,0.5,3.0,3.5,5.9,1.0,0.1,2.4,1.5,21.8,7.85,23.9,0.565,0.489,0.38299999999999995,0.483,759.0,1.6,8.9,5.3,34.8,1.5,0.2,11.2,28.3,5.5,1.2,6.7,0.191,4,80
torrey-craig-1,Torrey Craig,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,97,2014,34,34,32.7,6.0,14.7,4.0,7.9,2.0,6.9,2.7,4.4,2.0,5.0,7.0,2.3,0.9,0.8,2.5,2.5,16.7,-4.61,18.6,0.498,0.47600000000000003,0.466,0.302,533.0,7.0,16.8,12.0,15.2,1.7,3.0,12.8,29.9,1.5,1.7,3.2,0.115,4,80
xavier-munford-1,Xavier Munford,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,81,2014,32,32,35.6,5.8,14.3,3.8,8.4,1.9,5.9,3.5,4.9,0.6,3.4,4.0,2.4,1.1,0.4,2.8,2.0,16.9,3.26,15.6,0.508,0.469,0.415,0.34299999999999997,499.0,2.1,10.6,6.5,16.1,1.9,1.1,14.2,27.7,1.2,1.6,2.8,0.099,4,80
david-stockton-1,David Stockton,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,74,2014,36,36,27.8,2.6,5.9,2.1,4.0,0.4,1.9,1.9,2.5,0.3,2.1,2.4,4.2,1.5,0.2,2.0,2.3,7.4,5.36,13.6,0.526,0.47200000000000003,0.325,0.425,324.0,1.1,8.1,4.9,25.6,3.2,0.6,22.3,16.8,1.2,1.7,2.9,0.11599999999999999,4,80
keith-appling-1,Keith Appling,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,83,2014,35,32,31.5,3.8,8.3,2.8,5.7,1.0,2.7,2.7,4.0,0.4,2.7,3.0,4.5,1.2,0.4,2.1,2.7,11.2,9.38,16.0,0.545,0.51,0.322,0.483,419.0,1.5,9.5,5.7,25.9,2.3,1.5,17.1,20.5,2.1,1.7,3.7,0.135,4,80
coty-clarke-1,Coty Clarke,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,105,2014,34,30,22.1,3.1,7.0,2.4,5.3,0.7,1.7,2.5,3.1,1.4,4.2,5.6,2.4,1.5,0.5,1.3,3.0,9.4,5.57,21.7,0.556,0.494,0.244,0.441,334.0,6.8,20.3,13.6,20.1,3.7,2.4,13.5,21.0,1.9,1.9,3.7,0.19899999999999998,4,80
cj-fair-1,C.J. Fair,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,97,2014,34,34,37.8,6.4,14.9,5.7,12.3,0.7,2.6,3.0,4.2,1.7,4.7,6.4,1.3,1.3,0.8,2.5,2.1,16.5,7.25,17.7,0.489,0.45299999999999996,0.172,0.281,509.0,5.4,15.5,10.3,7.8,2.3,2.9,12.9,27.9,1.4,2.4,3.8,0.11900000000000001,4,80
richard-solomon-1,Richard Solomon,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,208,106,2014,30,29,29.2,4.2,7.7,4.2,7.7,0.0,0.0,2.7,5.0,2.8,7.5,10.2,1.3,1.1,1.3,1.8,2.9,11.0,7.44,21.6,0.547,0.5429999999999999,0.0,0.657,334.0,11.3,28.4,20.1,8.8,2.3,4.4,15.2,21.2,1.4,1.9,3.3,0.15,4,80
patric-young-1,Patric Young,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206,108,2014,39,37,26.1,4.4,8.1,4.4,8.1,0.0,0.0,2.2,3.7,2.6,3.6,6.2,0.8,0.6,1.1,1.3,2.6,11.0,8.54,22.1,0.557,0.541,0.0,0.462,411.0,12.2,16.4,14.3,6.7,1.6,4.6,11.3,22.9,2.5,2.6,5.1,0.2,4,80
eric-atkins-1,Eric Atkins,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,82,2014,32,32,37.8,5.0,11.7,3.1,6.6,1.9,5.2,2.0,3.0,0.9,1.9,2.8,4.9,1.2,0.2,1.9,2.3,13.9,6.78,16.5,0.528,0.505,0.44,0.256,465.0,2.8,6.1,4.5,25.2,2.0,0.5,12.7,21.3,2.6,0.6,3.2,0.10400000000000001,4,80
