ID,Name,Age,Position,Height,Weight,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,DraftCategory,DraftPick
dj-stephens-1,D.J. Stephens,22,Forward,196,85,2013,Memphis,CUSA,36,28,23.6,3.0,4.7,.629,2.6,3.7,.701,0.4,1.0,.361,1.3,1.9,.662,2.1,4.6,6.6,0.7,0.9,2.6,0.7,1.9,7.6,2.70,24.8,.672,.668,.212,.400,252,10.2,23.1,16.6,5.2,2.2,11.4,10.6,13.0,2.5,2.2,4.6,.217,Undrafted,80
ryan-broekhoff-1,Ryan Broekhoff,22,Guard,201,97,2013,Valparaiso,Horizon,33,33,32.2,4.8,10.7,.448,2.3,4.7,.487,2.5,6.0,.417,3.6,4.1,.881,1.2,6.1,7.3,2.3,1.0,0.8,1.9,1.4,15.7,-1.13,25.9,.620,.565,.564,.380,487,5.3,25.0,15.4,15.5,2.0,2.6,13.3,24.5,4.1,2.0,6.2,.233,Undrafted,80
will-cherry-1,Will Cherry,22,Guard,185,80,2013,Montana,Big Sky,22,21,32.9,4.0,10.0,.403,3.1,6.4,.482,1.0,3.6,.263,4.3,5.6,.764,0.8,3.5,4.3,3.9,1.9,0.4,2.6,1.7,13.3,-4.21,20.6,.524,.450,.362,.557,314,3.4,13.8,8.7,25.9,3.6,1.2,17.2,26.1,1.5,1.0,2.5,.137,Undrafted,80
elias-harris-1,Elias Harris,23,Forward,201,108,2013,Gonzaga,WCC,34,33,27.8,5.0,9.9,.501,4.7,8.5,.555,0.2,1.4,.170,4.4,5.7,.768,2.0,5.4,7.4,1.6,1.2,0.6,1.8,2.0,14.6,4.18,27.7,.577,.513,.139,.576,475,9.5,23.5,16.8,11.1,2.6,2.4,12.3,26.9,3.8,2.3,6.1,.258,Undrafted,80
reggie-hearn-1,Reggie Hearn,21,Guard,193,95,2013,Northwestern,Big Ten,30,30,33.0,4.3,9.7,.441,3.0,5.9,.508,1.3,3.8,.336,3.6,4.9,.735,1.0,3.7,4.6,1.5,1.2,0.4,1.9,2.6,13.4,8.30,17.7,.559,.507,.390,.507,358,3.5,14.9,8.8,12.1,2.3,1.2,13.7,24.0,1.8,0.9,2.7,.111,Undrafted,80
brandon-paul-1,Brandon Paul,22,Guard,193,90,2013,Illinois,Big Ten,36,34,32.0,5.1,12.8,.401,2.9,6.1,.484,2.2,6.7,.325,4.2,5.7,.738,0.6,3.8,4.4,2.7,1.2,0.6,2.7,2.4,16.6,10.08,21.8,.537,.486,.523,.449,569,2.1,15.9,8.4,19.6,2.3,2.3,14.7,29.2,3.1,1.5,4.6,.158,Undrafted,80
james-southerland-1,James Southerland,23,Forward,203,97,2013,Syracuse,Big East,34,11,29.5,4.7,10.5,.450,2.3,4.3,.524,2.5,6.2,.398,1.3,1.7,.789,1.3,3.9,5.2,1.1,1.4,0.8,1.1,2.3,13.3,8.57,22.8,.586,.567,.589,.159,381,4.9,16.0,10.2,7.7,3.0,3.5,9.2,21.3,3.2,2.3,5.5,.219,Undrafted,80
damen-bell-holter-1,Damen Bell-Holter,23,Forward,206,111,2013,Oral Roberts,Southland,35,34,31.6,5.4,10.6,.512,5.3,10.1,.524,0.1,0.5,.278,4.5,6.0,.754,3.3,6.0,9.4,1.2,0.5,1.3,2.0,2.9,15.5,-3.00,26.0,.577,.519,.049,.569,531,13.1,24.2,18.6,8.3,1.0,4.2,13.1,25.1,4.0,1.6,5.6,.204,Undrafted,80
abdul-gaddy-1,Abdul Gaddy,21,Guard,190,88,2013,Washington,Pac-12,34,34,31.4,4.2,9.7,.433,3.5,7.3,.474,0.7,2.4,.309,1.8,2.7,.659,1.1,2.0,3.2,4.6,1.0,0.3,3.0,3.0,10.9,7.22,14.6,.497,.471,.245,.276,411,4.2,8.5,6.2,30.6,1.9,0.8,21.6,22.7,1.4,0.8,2.2,.082,Undrafted,80
ramon-galloway-1,Ramon Galloway,22,Guard,190,81,2013,La Salle,A-10,34,31,33.3,5.7,13.6,.419,2.9,6.9,.425,2.8,6.7,.412,3.1,3.7,.827,0.7,3.9,4.6,3.7,1.9,0.5,3.1,2.4,17.2,4.46,22.7,.561,.521,.495,.275,565,2.6,15.9,8.8,24.1,3.5,1.4,17.0,29.1,2.8,1.7,4.5,.159,Undrafted,80
garlon-green-1,Garlon Green,22,Forward,201,95,2013,TCU,Big 12,32,31,30.2,3.5,9.6,.364,2.7,7.1,.373,0.8,2.5,.338,1.8,2.3,.773,0.9,2.6,3.5,1.1,0.5,0.3,2.1,2.5,9.7,4.41,9.2,.450,.407,.260,.244,285,3.6,12.0,7.4,9.4,1.1,1.2,16.1,23.6,-0.1,0.7,0.6,.026,Undrafted,80
richard-howell-1,Richard Howell,22,Forward,203,116,2013,NC State,ACC,35,35,31.6,5.2,9.2,.570,5.2,9.2,.570,0.0,0.0,,2.3,3.5,.648,3.7,7.1,10.9,1.7,1.0,0.9,1.6,3.0,12.7,7.17,24.8,.587,.570,.000,.380,467,14.6,26.0,20.5,10.1,1.9,2.8,13.1,19.8,3.7,1.7,5.4,.195,Undrafted,80
trent-lockett-1,Trent Lockett,22,Guard,196,95,2013,Marquette,Big East,35,34,26.6,2.2,5.4,.415,1.9,4.3,.436,0.4,1.1,.333,2.2,2.9,.752,1.7,3.4,5.1,1.8,0.7,0.4,1.9,2.5,7.0,8.58,13.5,.519,.449,.207,.537,265,8.1,16.5,12.4,13.3,1.7,1.9,21.6,17.2,1.1,1.3,2.4,.103,Undrafted,80
brock-motum-1,Brock Motum,22,Forward,208,111,2013,Washington State,Pac-12,32,32,35.3,6.8,14.8,.456,5.3,10.6,.503,1.4,4.2,.336,3.8,5.1,.741,1.9,4.4,6.3,1.1,0.6,0.8,2.4,2.3,18.7,5.26,22.1,.542,.503,.283,.342,533,6.7,17.6,11.7,8.5,1.1,2.9,12.3,30.6,2.9,1.3,4.2,.148,Undrafted,80
durand-scott-1,Durand Scott,23,Guard,196,92,2013,Miami (FL),ACC,33,32,34.6,4.7,10.4,.453,3.6,7.3,.496,1.1,3.1,.353,2.6,3.4,.752,0.9,3.0,4.0,2.6,1.5,0.1,2.0,2.3,13.1,7.88,18.4,.544,.506,.297,.328,427,3.3,10.8,7.0,15.6,2.8,0.3,14.0,21.9,2.6,1.8,4.4,.153,Undrafted,80
ej-singler-1,E.J. Singler,23,Forward,198,97,2013,Oregon,Pac-12,37,37,31.0,3.8,9.3,.411,2.4,5.4,.448,1.4,3.8,.359,2.7,3.4,.786,1.3,3.6,4.9,2.8,0.9,0.3,2.5,2.3,11.7,5.77,16.0,.536,.485,.414,.367,438,5.1,14.6,9.7,18.2,1.7,1.0,18.8,21.3,2.0,2.0,4.1,.142,Undrafted,80
jason-washburn-1,Jason Washburn,23,Center,208,109,2013,Utah,Pac-12,33,24,25.8,5.0,9.2,.550,4.9,9.0,.547,0.1,0.1,.750,1.8,2.1,.829,2.0,4.8,6.8,0.7,0.3,1.5,1.6,1.8,11.9,6.68,24.5,.586,.555,.013,.232,350,9.9,22.2,16.2,7.6,0.8,6.2,13.4,25.1,2.2,1.4,3.5,.165,Undrafted,80
christian-watford-1,Christian Watford,22,Forward,206,105,2013,Indiana,Big Ten,36,35,28.0,3.5,8.2,.431,1.9,4.7,.394,1.7,3.5,.480,3.6,4.4,.811,1.3,4.9,6.3,0.9,0.6,0.5,1.6,2.3,12.3,8.38,20.3,.598,.532,.424,.539,404,6.2,20.4,13.7,5.8,1.4,1.7,13.3,21.5,3.3,2.1,5.3,.211,Undrafted,80
rodney-williams-1,Rodney Williams,21,Forward,196,92,2009,Western Illinois,Summit,28,11,18.2,1.7,3.9,.444,1.5,3.3,.462,0.2,0.5,.333,0.8,0.9,.840,0.7,1.4,2.1,0.9,0.3,0.2,1.2,2.1,4.4,-4.04,,.509,.468,.139,.231,,,,7.9,10.8,,0.9,21.6,17.5,0.4,0.1,0.5,.036,Undrafted,80
scott-wood-1,Scott Wood,23,Forward,198,76,2013,NC State,ACC,35,35,34.0,3.6,8.3,.436,0.6,1.5,.415,3.0,6.7,.441,2.4,2.7,.914,0.3,2.6,2.9,1.1,0.5,0.6,1.0,2.3,12.6,7.17,16.3,.662,.616,.817,.322,372,1.1,8.8,5.1,5.2,0.9,1.8,9.3,15.5,3.6,0.5,4.2,.140,Undrafted,80
khalif-wyatt-1,Khalif Wyatt,22,Guard,193,95,2013,Temple,A-10,34,34,33.4,6.1,14.7,.417,3.9,7.8,.508,2.2,7.0,.316,6.0,7.2,.836,0.4,2.5,2.9,4.0,1.7,0.2,3.1,2.2,20.5,5.20,24.6,.565,.492,.473,.487,656,1.4,9.7,5.2,26.9,3.0,0.6,14.7,32.2,3.8,1.1,4.9,.173,Undrafted,80
dewayne-dedmon-1,Dewayne Dedmon,23,Forward,213,115,2013,USC,Pac-12,31,29,22.3,2.8,5.7,.500,2.8,5.6,.509,0.0,0.1,.000,1.0,1.5,.681,2.3,4.7,7.0,0.6,1.1,2.1,1.6,3.0,6.7,8.25,20.1,.524,.500,.017,.267,213,11.7,26.6,18.9,5.8,2.9,10.0,19.8,18.5,0.6,1.6,2.2,.127,Undrafted,80
vander-blue-1,Vander Blue,20,Guard,193,90,2013,Marquette,Big East,34,34,33.0,5.4,11.9,.454,4.2,8.0,.528,1.2,3.9,.303,2.8,3.7,.756,0.6,2.6,3.2,1.8,1.1,0.0,2.3,1.8,14.8,8.58,17.1,.542,.504,.328,.315,443,2.3,10.3,6.3,12.8,2.0,0.0,14.6,25.7,2.3,1.1,3.5,.124,Undrafted,80
phil-pressey-1,Phil Pressey,22,Guard,180,79,2013,Missouri,SEC,34,34,33.9,4.1,11.0,.376,2.8,6.9,.408,1.4,4.2,.324,2.2,3.0,.735,0.8,2.5,3.3,7.1,1.8,0.1,3.5,1.9,11.9,6.00,16.6,.476,.437,.379,.272,489,2.6,8.6,5.7,37.8,3.1,0.2,22.1,23.2,1.9,1.5,3.4,.117,Undrafted,80
chris-babb-1,Chris Babb,23,Guard,196,102,2013,Iowa State,Big 12,33,33,32.7,2.9,7.2,.409,1.0,2.0,.478,2.0,5.2,.382,1.2,1.7,.745,0.6,2.8,3.4,2.2,1.1,0.2,0.9,1.6,9.1,6.13,13.7,.570,.546,.717,.232,290,2.0,10.3,6.1,11.7,1.9,0.8,10.5,13.3,2.2,1.0,3.2,.120,Undrafted,80
larry-drew-2,Larry Drew,23,Guard,188,81,2013,UCLA,Pac-12,35,35,35.5,2.9,6.6,.446,2.1,4.7,.451,0.8,1.9,.433,0.8,1.3,.609,0.3,2.2,2.4,7.3,1.4,0.2,2.5,1.7,7.5,7.82,13.6,.520,.509,.290,.199,350,0.8,7.0,3.9,34.7,2.3,0.5,25.4,13.5,1.5,1.1,2.6,.085,Undrafted,80
adonis-thomas-1,Adonis Thomas,20,Forward,201,108,2013,Memphis,CUSA,36,36,29.3,4.3,10.6,.405,3.6,8.2,.439,0.7,2.5,.292,2.4,3.1,.752,1.5,2.9,4.5,1.9,0.7,0.7,1.6,1.4,11.7,2.70,15.6,.482,.439,.232,.295,409,6.1,12.0,9.0,12.4,1.3,2.4,11.7,22.9,1.7,1.5,3.2,.123,Undrafted,80
cj-aiken-1,C.J. Aiken,22,Forward,206,91,2013,St. Joseph's,A-10,31,27,31.7,3.7,7.5,.496,3.1,4.9,.629,0.7,2.7,.253,2.2,2.8,.793,1.5,4.1,5.6,0.9,0.5,2.6,1.1,1.9,10.4,4.03,20.1,.585,.541,.355,.372,294,5.6,15.7,10.7,6.4,1.0,8.5,10.7,17.0,2.3,1.2,3.5,.144,Undrafted,80
myck-kabongo-1,Myck Kabongo,21,Guard,185,81,2013,Texas,Big 12,11,11,37.3,4.2,10.0,.418,3.5,7.5,.458,0.7,2.5,.296,5.5,7.0,.792,0.6,4.4,5.0,5.5,2.0,0.0,3.4,1.8,14.6,6.55,20.2,.549,.455,.245,.700,172,2.0,13.6,7.7,33.5,3.2,0.0,20.2,22.8,0.9,0.7,1.6,.156,Undrafted,80
kenny-kadji-1,Kenny Kadji,25,Forward,211,109,2013,Miami (FL),ACC,36,36,29.1,4.7,9.9,.471,3.4,6.2,.543,1.3,3.7,.351,2.3,3.4,.661,1.6,5.2,6.8,0.8,0.4,1.3,1.8,2.4,12.9,7.88,21.4,.559,.536,.375,.347,427,6.6,22.1,14.3,6.2,0.8,4.9,13.2,24.7,2.5,2.0,4.5,.172,Undrafted,80
cj-leslie-1,C.J. Leslie,22,Forward,206,90,2013,NC State,ACC,35,33,32.4,5.5,10.6,.519,5.4,10.4,.522,0.1,0.2,.333,4.1,6.6,.612,1.9,5.5,7.4,1.5,1.0,1.2,3.0,2.5,15.1,7.17,20.1,.550,.522,.016,.627,499,7.0,19.6,13.5,8.4,1.7,3.7,17.9,25.8,2.0,1.4,3.4,.120,Undrafted,80
nick-minnerath-1,Nick Minnerath,23,Forward,206,97,2013,Detroit,Horizon,33,33,29.6,5.4,11.6,.462,3.8,7.3,.523,1.5,4.3,.359,2.4,3.0,.788,1.8,4.2,5.9,1.0,0.8,0.4,1.3,3.0,14.6,1.62,20.8,.562,.529,.371,.258,436,6.8,19.6,12.6,6.5,1.6,1.6,9.3,23.8,2.9,1.0,3.9,.158,Undrafted,80
bj-young-1,B.J. Young,20,Guard,190,81,2013,Arkansas,SEC,31,25,27.9,5.8,12.9,.449,5.0,9.4,.533,0.8,3.5,.227,2.7,4.1,.669,1.0,2.5,3.5,3.4,0.7,0.3,2.1,1.7,15.2,4.97,20.5,.509,.480,.274,.317,454,3.9,11.6,7.4,26.8,1.4,1.0,12.2,29.4,2.0,0.9,2.9,.134,Undrafted,80
andrew-wiggins-1,Andrew Wiggins,19,Guard,203,90,2014,Kansas,Big 12,35,35,32.8,5.4,12.1,.448,4.2,8.5,.493,1.2,3.6,.341,5.0,6.5,.775,2.2,3.7,5.9,1.5,1.2,1.0,2.3,2.7,17.1,11.40,21.4,.563,.499,.299,.538,564,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,3.2,1.7,4.9,.170,Top15,1
jabari-parker-1,Jabari Parker,19,Forward,203,106,2014,Duke,ACC,35,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48,28.4,.558,.511,.212,.429,623,11.4,23.1,17.1,8.6,2.1,4.0,11.9,32.7,3.6,1.9,5.5,.205,Top15,2
joel-embiid-1,Joel Embiid,20,Center,213,113,2014,Kansas,Big 12,28,20,23.1,3.8,6.1,.626,3.8,5.9,.639,0.0,0.2,.200,3.5,5.1,.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,11.40,28.2,.655,.629,.029,.836,307,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,1.8,1.7,3.4,.213,Top15,3
aaron-gordon-1,Aaron Gordon,18,Forward,206,102,2014,Arizona,Pac-12,38,38,31.2,5.0,10.1,.495,4.6,8.9,.513,0.4,1.2,.356,2.0,4.7,.422,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,9.04,20.4,.503,.516,.118,.471,469,10.4,19.3,14.9,13.0,1.8,3.4,10.5,23.2,2.1,3.3,5.4,.183,Top15,4
marcus-smart-1,Marcus Smart,20,Guard,193,99,2014,Oklahoma State,Big 12,31,31,32.7,5.3,12.5,.422,3.7,7.2,.514,1.6,5.3,.299,5.9,8.1,.728,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9,18.0,8.34,26.9,.552,.486,.425,.648,589,5.1,14.9,10.2,30.1,5.0,1.9,14.0,29.2,3.1,2.5,5.6,.220,Top15,6
julius-randle-1,Julius Randle,19,Forward,206,113,2014,Kentucky,SEC,40,40,30.8,4.9,9.8,.501,4.8,9.3,.517,0.1,0.5,.167,5.1,7.2,.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.90,24.5,.567,.505,.046,.739,599,13.3,24.7,19.2,10.0,1.0,2.6,16.1,25.4,3.5,2.4,5.9,.191,Top15,7
nik-stauskas-1,Nik Stauskas,20,Guard,198,92,2014,Michigan,Big Ten,36,36,35.6,5.1,10.9,.470,2.6,5.2,.500,2.6,5.8,.442,4.7,5.7,.824,0.4,2.5,2.9,3.3,0.6,0.3,1.9,1.3,17.5,9.65,22.7,.642,.586,.528,.518,594,1.6,8.8,5.3,18.8,1.0,0.9,12.0,24.4,5.0,1.1,6.2,.193,Top15,8
noah-vonleh-1,Noah Vonleh,18,Forward,208,108,2014,Indiana,Big Ten,30,29,26.5,3.8,7.2,.523,3.2,6.1,.530,0.5,1.1,.485,3.2,4.5,.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64,22.2,.604,.560,.153,.620,321,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,1.6,2.0,3.6,.182,Top15,9
elfrid-payton-1,Elfrid Payton,20,Guard,190,81,2014,Louisiana,Sun Belt,35,34,35.9,6.8,13.3,.509,6.4,11.8,.541,0.4,1.5,.259,5.3,8.6,.609,2.3,3.7,6.0,5.9,2.3,0.6,3.6,2.4,19.2,-0.28,25.2,.551,.524,.116,.648,732,7.1,11.7,9.4,32.9,3.6,1.7,17.2,27.6,3.7,1.9,5.6,.177,Top15,10
doug-mcdermott-1,Doug McDermott,22,Forward,203,102,2014,Creighton,Big East,35,35,33.7,9.4,17.9,.526,6.7,11.8,.567,2.7,6.1,.449,5.1,5.9,.864,1.6,5.3,7.0,1.6,0.2,0.1,1.8,1.9,26.7,7.17,32.8,.644,.603,.341,.329,788,6.4,17.8,12.6,11.5,0.4,0.5,7.9,36.2,6.3,1.4,7.7,.261,Top15,11
zach-lavine-1,Zach LaVine,19,Guard,196,81,2014,UCLA,Pac-12,37,1,24.4,3.4,7.8,.441,2.1,4.3,.494,1.3,3.5,.375,1.3,1.8,.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62,14.6,.545,.524,.444,.236,324,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,1.4,1.2,2.5,.111,Top15,13
tj-warren-1,T.J. Warren,20,Forward,203,105,2014,NC State,ACC,35,35,35.4,9.8,18.6,.525,8.9,15.3,.580,0.9,3.3,.267,4.5,6.5,.690,3.2,3.9,7.1,1.1,1.8,0.6,2.4,2.8,24.9,7.44,31.3,.574,.548,.178,.347,775,10.8,12.7,11.8,8.6,3.1,1.8,9.9,35.5,4.7,1.7,6.5,.209,Top15,14
adreian-payne-1,Adreian Payne,23,Center,208,111,2014,Michigan State,Big Ten,31,28,28.1,5.7,11.4,.503,4.3,8.1,.536,1.4,3.4,.423,3.5,4.5,.790,1.5,5.7,7.3,1.3,0.5,0.9,2.0,2.6,16.4,9.38,25.1,.607,.565,.294,.390,443,6.8,22.9,15.2,10.2,1.0,3.8,13.1,28.9,2.7,1.7,4.3,.200,Top15,15
james-young-1,James Young,18,Guard,198,97,2014,Kentucky,SEC,40,39,32.4,4.6,11.3,.407,2.5,5.4,.470,2.1,5.9,.349,3.1,4.4,.706,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.90,16.6,.536,.498,.522,.393,527,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,3.0,1.7,4.7,.145,Top30,17
tyler-ennis-1,Tyler Ennis,19,Guard,188,81,2014,Syracuse,ACC,34,34,35.7,4.4,10.6,.411,3.5,8.1,.429,0.9,2.5,.353,3.4,4.4,.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25,21.3,.511,.453,.236,.414,480,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,3.2,2.2,5.5,.180,Top30,18
gary-harris-1,Gary Harris,19,Guard,193,95,2014,Michigan State,Big Ten,35,34,32.3,5.6,13.0,.429,3.3,6.4,.507,2.3,6.6,.352,3.3,4.1,.810,1.1,2.9,4.0,2.7,1.8,0.4,1.7,2.1,16.7,9.38,22.5,.561,.518,.505,.312,542,4.0,10.2,7.3,16.8,3.4,1.6,10.3,26.8,3.3,2.0,5.3,.188,Top30,19
mitch-mcgary-1,Mitch McGary,22,Forward,208,115,2014,Michigan,Big Ten,8,4,24.8,3.8,6.9,.545,3.8,6.6,.566,0.0,0.3,.000,2.0,3.0,.667,2.9,5.4,8.3,1.5,1.9,0.8,1.6,3.1,9.5,9.65,26.2,.572,.545,.036,.436,84,15.5,27.1,21.5,12.6,4.9,3.2,16.4,22.5,0.5,0.5,1.0,.208,Top30,21
jordan-adams-1,Jordan Adams,19,Guard,196,99,2014,UCLA,Pac-12,36,36,30.1,5.8,11.9,.485,4.3,7.9,.551,1.4,4.1,.356,4.4,5.3,.836,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4,7.62,28.3,.603,.545,.340,.441,594,7.5,13.1,10.4,14.7,5.0,0.6,9.4,26.5,4.2,2.2,6.4,.237,Top30,22
rodney-hood-1,Rodney Hood,21,Forward,203,97,2014,Duke,ACC,35,33,32.9,5.5,11.8,.464,3.4,6.9,.494,2.0,4.8,.420,3.1,3.9,.807,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,8.48,20.1,.590,.550,.410,.328,507,2.9,11.7,7.2,13.2,1.3,0.8,10.2,23.8,3.6,1.2,4.9,.170,Top30,23
shabazz-napier-1,Shabazz Napier,22,Guard,185,81,2014,UConn,AAC,40,40,35.1,5.3,12.4,.429,3.2,7.0,.448,2.2,5.4,.405,5.2,6.0,.870,1.0,4.9,5.9,4.9,1.8,0.3,2.9,2.1,18.0,8.63,25.5,.591,.517,.433,.480,745,3.4,15.0,9.7,30.8,3.2,1.0,15.8,27.5,4.9,3.1,7.9,.226,Top30,24
pj-hairston-1,P.J. Hairston,21,Guard,198,99,2013,UNC,ACC,34,14,23.6,4.7,10.9,.431,2.1,4.2,.486,2.6,6.6,.396,2.6,3.3,.779,1.9,2.4,4.3,1.4,1.3,0.4,1.1,1.9,14.6,8.01,27.1,.586,.551,.610,.306,437,8.4,12.5,10.2,11.2,3.0,1.7,8.4,27.0,3.4,1.2,4.6,.228,Top30,26
cj-wilcox-1,C.J. Wilcox,23,Guard,196,88,2014,Washington,Pac-12,32,31,34.9,6.2,13.6,.453,3.3,6.4,.522,2.8,7.2,.391,3.2,3.7,.873,0.7,3.0,3.7,2.5,1.0,1.0,1.7,2.3,18.3,6.45,22.0,.598,.556,.529,.271,527,2.3,10.6,6.4,15.4,1.7,2.8,9.9,24.6,3.6,0.9,4.4,.159,Top30,28
josh-huestis-1,Josh Huestis,22,Forward,201,104,2014,Stanford,Pac-12,36,36,35.2,4.3,9.6,.451,3.6,7.5,.483,0.7,2.1,.338,1.8,2.8,.627,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2,9.00,17.3,.510,.488,.223,.295,413,8.8,18.4,13.7,6.8,1.0,5.9,9.8,18.0,1.9,2.1,4.0,.126,Top30,29
kj-mcdaniels-1,K.J. McDaniels,21,Forward,198,90,2014,Clemson,ACC,36,35,33.7,5.8,12.6,.459,4.6,8.8,.527,1.2,3.8,.304,4.3,5.1,.842,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,5.97,28.4,.566,.505,.303,.402,579,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,3.6,3.1,6.7,.221,Top45,32
cleanthony-early-1,Cleanthony Early,23,Forward,203,99,2014,Wichita State,MVC,36,36,27.4,5.2,10.7,.484,3.4,5.8,.579,1.8,4.9,.373,4.2,5.0,.844,1.3,4.6,5.9,0.8,0.8,0.8,1.9,2.3,16.4,1.74,26.5,.627,.570,.459,.464,507,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,3.6,2.5,6.1,.246,Top45,34
jarnell-stokes-1,Jarnell Stokes,20,Forward,203,117,2014,Tennessee,SEC,37,37,32.4,5.4,10.1,.531,5.4,10.1,.531,0.0,0.0,,4.3,6.2,.696,4.2,6.4,10.6,2.0,0.7,0.9,2.1,2.0,15.1,7.84,27.6,.576,.531,.000,.613,575,15.3,23.1,19.2,13.7,1.4,2.9,13.7,24.6,4.2,2.6,6.8,.227,Top45,35
deandre-daniels-1,DeAndre Daniels,22,Forward,206,88,2014,UConn,AAC,38,38,29.0,4.9,10.6,.469,3.6,7.4,.491,1.3,3.2,.417,1.8,2.3,.787,1.4,4.6,6.0,0.4,0.7,1.4,1.5,2.4,13.1,8.63,20.0,.559,.531,.299,.222,437,6.3,16.9,12.0,3.6,1.4,5.2,11.2,24.2,2.1,2.4,4.4,.160,Top45,37
spencer-dinwiddie-1,Spencer Dinwiddie,21,Guard,198,90,2014,Colorado,Pac-12,17,17,31.1,3.6,7.7,.466,2.1,4.0,.515,1.5,3.7,.413,6.0,7.0,.857,0.5,2.6,3.1,3.8,1.5,0.2,1.8,1.9,14.7,8.80,24.8,.667,.565,.481,.908,248,1.8,9.6,5.8,26.3,2.9,0.8,13.8,21.0,2.2,0.8,3.1,.231,Top45,38
jerami-grant-1,Jerami Grant,20,Forward,203,95,2014,Syracuse,ACC,32,20,31.4,4.2,8.4,.496,4.2,8.2,.506,0.0,0.2,.000,3.8,5.6,.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,7.25,21.6,.547,.496,.019,.664,379,9.1,17.2,13.0,9.4,1.7,2.5,9.5,21.1,2.8,1.9,4.6,.185,Top45,39
glenn-robinson-2,Glenn Robinson,20,Forward,198,99,2014,Michigan,Big Ten,37,37,32.3,4.9,10.1,.488,4.0,7.2,.562,0.9,2.9,.306,2.4,3.1,.757,1.5,3.0,4.4,1.2,0.9,0.3,1.2,1.5,13.1,9.65,18.9,.566,.532,.290,.308,450,6.0,11.5,8.8,7.6,1.9,1.0,9.7,22.3,2.8,1.4,4.2,.142,Top45,40
nick-johnson-1,Nick Johnson,21,Guard,190,90,2014,Arizona,Pac-12,38,38,33.1,5.4,12.5,.432,3.8,8.0,.469,1.6,4.4,.367,3.8,4.9,.781,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2.0,16.3,9.04,21.5,.549,.498,.357,.395,573,3.0,11.1,7.2,17.6,2.1,2.0,10.2,26.3,3.6,3.1,6.7,.212,Top45,42
markel-brown-1,Markel Brown,22,Guard,190,86,2014,Oklahoma State,Big 12,34,34,35.3,5.6,11.8,.473,4.0,7.6,.525,1.6,4.3,.379,4.4,5.7,.768,1.1,4.2,5.3,2.9,1.0,1.0,1.6,2.5,17.2,8.34,22.0,.591,.541,.361,.483,562,3.5,12.9,8.4,16.9,1.6,3.1,10.0,23.1,3.7,2.0,5.7,.191,Top45,44
dwight-powell-1,Dwight Powell,22,Forward,208,108,2014,Stanford,Pac-12,36,36,32.4,4.9,10.5,.462,4.6,9.4,.485,0.3,1.1,.256,4.0,5.9,.687,1.9,4.9,6.9,3.1,1.3,0.8,2.9,3.1,14.0,9.00,19.7,.527,.475,.103,.557,537,7.3,17.3,12.5,20.4,2.4,2.8,17.8,26.0,1.8,2.0,3.8,.131,Top45,45
jordan-clarkson-1,Jordan Clarkson,22,Guard,196,87,2014,Missouri,SEC,35,35,35.1,6.0,13.3,.448,5.1,10.1,.501,0.9,3.3,.281,4.6,5.6,.831,0.8,3.0,3.8,3.4,1.1,0.2,2.7,2.2,17.5,6.86,20.2,.547,.482,.244,.418,605,2.9,9.3,6.4,23.3,1.9,0.6,14.3,27.9,3.2,1.2,4.4,.142,Top60,46
