ID,Name,Age,Position,Height,Weight,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,DraftCategory,DraftPick
andrew-bogut-1,Andrew Bogut,20,Forward,213,111,2005,Utah,MWC,35,35,35.0,8.0,12.9,.620,7.8,12.2,.636,0.3,0.7,.360,4.1,5.9,.692,3.7,8.5,12.2,2.3,1.0,1.9,2.7,2.2,20.4,4.54,,.648,.630,.055,.459,,,,24.2,18.2,,4.2,14.8,29.7,6.4,4.5,10.9,.358,Top15,1
marvin-williams-1,Marvin Williams,19,Forward,206,104,2005,UNC,ACC,36,0,22.2,3.5,6.9,.506,2.9,5.6,.522,0.5,1.2,.432,3.8,4.5,.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66,,.627,.545,.178,.660,,,,16.0,5.4,,1.4,14.7,21.1,2.6,2.1,4.8,.239,Top15,2
deron-williams-1,Deron Williams,21,Guard,190,95,2005,Illinois,Big Ten,39,39,33.7,4.6,10.5,.433,2.8,5.7,.491,1.7,4.8,.364,1.7,2.5,.677,0.4,3.3,3.6,6.8,1.0,0.2,2.8,2.1,12.5,8.47,,.535,.516,.455,.234,,,,6.6,35.8,,0.5,19.3,22.5,2.1,2.5,4.6,.140,Top15,3
chris-paul-1,Chris Paul,20,Guard,183,79,2005,Wake Forest,ACC,32,31,33.4,4.5,9.9,.451,3.0,6.9,.441,1.4,3.0,.474,4.9,5.8,.834,0.7,3.8,4.5,6.6,2.4,0.0,2.8,2.6,15.3,10.27,,.601,.524,.306,.590,,,,7.5,33.8,,0.1,18.0,21.5,2.9,1.6,4.6,.171,Top15,4
raymond-felton-1,Raymond Felton,21,Guard,185,89,2005,UNC,ACC,36,35,31.7,4.2,9.2,.455,2.2,4.8,.468,1.9,4.4,.440,2.6,3.7,.701,0.6,3.7,4.3,6.9,2.0,0.3,3.6,2.0,12.9,10.66,,.589,.561,.482,.406,,,,7.4,34.6,,0.6,24.7,20.4,2.7,2.5,5.1,.179,Top15,5
charlie-villanueva-1,Charlie Villanueva,20,Forward,211,108,2005,UConn,Big East,31,31,25.7,5.1,9.8,.521,4.9,9.5,.522,0.2,0.4,.500,3.1,4.5,.688,2.6,5.6,8.3,1.3,0.6,1.8,2.3,2.2,13.6,7.62,,.566,.531,.039,.462,,,,,,,,15.8,,2.1,2.7,4.8,.240,Top15,7
channing-frye-1,Channing Frye,22,Center,211,112,2005,Arizona,Pac-10,37,37,31.0,6.1,11.1,.554,6.1,10.6,.570,0.1,0.5,.176,3.4,4.1,.830,2.8,4.8,7.6,1.9,0.9,2.3,1.7,2.6,15.8,8.03,,.605,.557,.041,.373,,,,14.3,12.0,,5.0,11.7,22.7,3.6,3.7,7.4,.256,Top15,8
ike-diogu-1,Ike Diogu,21,Forward,203,113,2005,Arizona State,Pac-10,32,32,36.4,7.2,12.4,.575,6.6,11.0,.598,0.6,1.4,.400,7.8,9.7,.797,3.7,6.1,9.8,1.3,0.6,2.3,3.6,2.8,22.6,5.36,,.663,.598,.113,.781,,,,15.3,8.2,,4.4,17.4,27.3,5.8,2.6,8.4,.290,Top15,9
sean-may-1,Sean May,21,Center,206,120,2005,UNC,ACC,37,36,26.8,6.2,10.9,.567,6.2,10.8,.571,0.0,0.1,.000,5.2,6.8,.758,3.8,6.9,10.7,1.7,1.2,1.0,2.5,2.4,17.5,10.66,,.620,.567,.007,.627,,,,21.8,11.7,,2.5,15.3,27.6,4.1,3.6,7.7,.311,Top15,13
rashad-mccants-1,Rashad McCants,20,Guard,193,93,2005,UNC,ACC,33,30,25.9,5.5,11.3,.489,3.4,6.2,.544,2.2,5.1,.423,2.8,3.8,.722,0.8,2.2,3.0,2.7,1.3,0.7,1.9,2.4,16.0,10.66,,.609,.584,.449,.337,,,,6.3,18.7,,1.7,12.7,25.8,3.2,1.8,5.0,.232,Top15,14
antoine-wright-1,Antoine Wright,21,Forward,201,95,2005,Texas A&M,Big 12,31,30,33.9,6.2,12.4,.501,3.9,7.3,.540,2.3,5.1,.447,3.1,4.5,.691,1.6,4.3,6.0,2.2,1.2,0.7,2.4,2.5,17.8,5.19,,.613,.594,.413,.361,,,,,,,,14.3,,3.9,2.0,5.9,.225,Top15,15
joey-graham-1,Joey Graham,23,Forward,201,102,2005,Oklahoma State,Big 12,33,33,30.6,6.1,11.5,.529,5.3,9.8,.538,0.8,1.7,.473,4.8,5.4,.887,1.6,4.6,6.2,2.0,0.9,0.2,2.7,3.1,17.7,9.68,,.630,.563,.145,.466,,,,12.8,13.5,,0.4,15.9,27.7,4.3,1.6,5.8,.232,Top30,16
danny-granger-1,Danny Granger,22,Forward,203,102,2005,New Mexico,MWC,30,30,30.0,6.1,11.6,.524,4.6,8.2,.563,1.5,3.5,.433,5.1,6.8,.755,2.3,6.6,8.9,2.4,2.1,2.0,2.4,2.4,18.8,1.51,,.634,.589,.298,.585,,,,17.8,17.8,,4.7,13.9,29.8,4.3,3.3,7.6,.339,Top30,17
hakim-warrick-1,Hakim Warrick,22,Forward,206,99,2005,Syracuse,Big East,34,34,37.5,7.4,13.6,.548,7.2,12.7,.566,0.3,0.9,.290,6.2,9.1,.681,3.1,5.5,8.6,1.5,1.0,0.8,2.5,2.3,21.4,6.83,,.596,.557,.067,.671,,,,12.9,8.0,,1.5,12.4,26.9,4.5,2.9,7.5,.235,Top30,19
julius-hodge-1,Julius Hodge,21,Guard,201,95,2005,NC State,ACC,34,32,34.6,5.8,11.8,.493,5.4,10.1,.530,0.4,1.6,.255,5.0,7.4,.668,2.5,4.1,6.6,4.8,1.4,0.7,2.6,2.2,17.0,9.16,,.555,.510,.138,.633,,,,11.5,30.3,,1.5,14.6,26.8,2.8,2.3,5.1,.172,Top30,20
nate-robinson-1,Nate Robinson,21,Guard,175,81,2005,Washington,Pac-10,35,35,31.5,5.4,11.6,.463,3.6,7.0,.514,1.8,4.6,.385,3.9,5.0,.782,1.5,2.3,3.9,4.3,1.7,0.2,2.0,2.8,16.4,7.66,,.587,.539,.397,.429,,,,7.0,22.2,,0.4,12.7,22.9,3.1,1.9,4.9,.179,Top30,21
jarrett-jack-1,Jarrett Jack,21,Guard,190,91,2005,Georgia Tech,ACC,32,31,34.1,5.1,10.0,.514,3.7,6.7,.549,1.4,3.3,.442,3.8,4.4,.866,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7,15.5,9.78,,.643,.586,.326,.445,,,,7.6,26.2,,0.2,22.2,21.8,4.0,2.1,6.1,.222,Top30,22
francisco-garcia-1,Francisco Garcia,23,Forward,201,88,2005,Louisville,CUSA,38,38,31.9,4.9,11.3,.437,3.1,6.2,.496,1.9,5.1,.366,3.9,4.5,.877,1.2,3.0,4.2,3.9,1.7,1.5,2.7,2.9,15.7,6.18,,.584,.520,.453,.400,,,,7.3,24.0,,3.3,17.0,24.5,3.4,4.0,7.5,.247,Top30,23
luther-head-1,Luther Head,22,Guard,190,83,2005,Illinois,Big Ten,39,39,33.3,5.5,11.8,.463,2.5,4.6,.547,3.0,7.3,.410,2.0,2.5,.788,0.6,3.4,4.0,3.8,1.7,0.2,1.8,1.4,15.9,8.47,,.611,.589,.613,.214,,,,7.3,21.8,,0.5,11.9,23.4,4.4,2.8,7.2,.222,Top30,24
jason-maxiell-1,Jason Maxiell,22,Forward,201,117,2005,Cincinnati,CUSA,33,33,31.4,5.0,9.2,.543,4.9,9.0,.545,0.1,0.2,.400,5.3,8.3,.645,3.2,4.5,7.7,0.8,1.0,2.7,1.9,2.5,15.3,6.74,,.586,.546,.017,.904,,,,12.7,5.7,,5.7,12.9,22.9,3.0,4.4,7.3,.283,Top30,26
linas-kleiza-1,Linas Kleiza,20,Forward,203,111,2005,Missouri,Big 12,33,28,31.5,5.0,12.4,.403,4.1,9.0,.453,0.9,3.4,.274,5.1,7.0,.732,2.2,5.4,7.6,1.6,0.6,0.3,2.7,2.8,16.1,9.24,,.511,.441,.276,.565,,,,14.1,13.3,,0.7,14.6,30.3,1.5,1.5,3.0,.115,Top30,27
wayne-simien-1,Wayne Simien,22,Forward,206,115,2005,Kansas,Big 12,26,26,34.3,7.3,13.3,.552,7.2,12.8,.563,0.2,0.5,.286,5.5,6.7,.816,3.2,7.8,11.0,1.4,0.6,0.6,2.3,2.6,20.3,10.85,,.616,.558,.040,.503,,,,18.2,9.1,,1.3,12.3,27.6,3.6,2.0,5.7,.255,Top30,29
salim-stoudamire-1,Salim Stoudamire,22,Guard,185,81,2005,Arizona,Pac-10,36,33,31.3,5.8,11.6,.504,2.5,5.0,.503,3.3,6.6,.504,3.4,3.7,.910,0.3,2.1,2.3,2.2,0.8,0.1,2.4,1.8,18.4,8.03,,.689,.647,.571,.321,,,,4.3,13.0,,0.2,15.0,24.0,5.8,1.0,6.7,.239,Top45,31
daniel-ewing-1,Daniel Ewing,22,Guard,190,83,2005,Duke,ACC,33,32,34.5,5.5,12.8,.427,3.4,6.8,.498,2.1,6.0,.347,2.2,3.2,.692,0.7,2.5,3.2,4.0,2.0,0.4,3.0,3.0,15.3,10.04,,.532,.508,.469,.252,,,,,,,,17.1,,1.9,2.3,4.1,.146,Top45,32
brandon-bass-1,Brandon Bass,20,Forward,203,108,2005,LSU,SEC,30,29,33.6,6.0,10.6,.567,5.6,9.8,.577,0.4,0.9,.462,4.9,6.3,.777,2.7,6.3,9.1,0.8,0.8,1.6,1.8,2.4,17.3,7.77,,.637,.586,.082,.589,,,,16.1,5.5,,3.3,11.7,23.2,3.8,1.7,5.5,.217,Top45,33
ronny-turiaf-1,Ronny Turiaf,22,Forward,208,112,2005,Gonzaga,WCC,31,31,31.2,5.1,10.0,.508,5.0,9.7,.513,0.1,0.2,.286,5.7,8.4,.683,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7,15.9,4.37,,.571,.511,.023,.838,,,,17.7,9.4,,4.1,13.9,25.8,2.5,2.3,4.8,.198,Top45,37
travis-diener-1,Travis Diener,23,Guard,185,79,2005,Marquette,CUSA,23,22,34.0,5.7,13.6,.420,2.7,6.3,.438,3.0,7.3,.405,5.4,6.4,.838,0.7,3.3,3.9,7.0,1.3,0.0,2.5,2.0,19.7,4.73,,.594,.529,.538,.474,,,,6.9,53.3,,0.1,13.2,29.7,3.1,1.2,4.3,.222,Top45,38
von-wafer-1,Von Wafer,19,Guard,196,95,2005,Florida State,ACC,29,22,26.1,4.3,9.8,.437,2.0,4.1,.492,2.2,5.7,.396,1.7,2.3,.721,0.2,2.3,2.5,1.7,1.0,0.3,1.7,1.1,12.5,8.99,,.572,.551,.577,.239,,,,5.7,14.4,,0.8,13.4,24.4,2.0,0.5,2.5,.130,Top45,39
chris-taft-1,Chris Taft,20,Forward,208,117,2005,Pitt,Big East,29,29,26.5,5.5,9.4,.580,5.5,9.4,.580,0.0,0.0,,2.3,4.0,.586,3.0,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,5.73,,.586,.580,.000,.423,,,,16.9,7.4,,4.8,12.5,24.8,2.3,2.5,4.8,.252,Top45,42
erazem-lorbek-1,Erazem Lorbek,21,Forward,208,108,2003,Michigan State,Big Ten,35,16,15.5,2.5,4.7,.534,2.1,3.9,.547,0.3,0.7,.462,1.1,1.6,.649,1.1,2.2,3.3,0.6,0.6,0.5,1.1,1.7,6.4,9.72,,.587,.571,.160,.350,,,,13.2,8.9,,2.8,16.7,22.3,1.4,1.5,2.9,.214,Top60,46
bracey-wright-1,Bracey Wright,20,Guard,190,95,2005,Indiana,Big Ten,26,26,35.3,5.8,14.0,.413,3.8,8.1,.474,1.9,5.8,.329,4.8,6.2,.783,1.3,3.5,4.8,2.7,1.1,0.6,2.6,1.9,18.3,10.01,,.542,.482,.419,.444,,,,8.5,20.4,,1.3,13.4,30.4,2.2,1.2,3.3,.145,Top60,47
ryan-gomes-1,Ryan Gomes,22,Forward,201,113,2005,Providence,Big East,31,31,37.5,8.0,16.1,.496,6.3,11.6,.540,1.7,4.4,.380,4.0,5.2,.770,2.8,5.5,8.2,3.2,1.5,0.2,2.5,1.6,21.6,8.87,,.583,.548,.275,.323,,,,,,,,11.7,,3.7,1.3,5.0,.173,Top60,50
robert-whaley-1,Robert Whaley,23,Center,208,117,2004,Cincinnati,CUSA,22,3,13.0,2.2,6.3,.348,2.2,6.2,.350,0.0,0.0,.000,1.4,2.1,.660,1.0,1.4,2.5,0.6,0.3,0.4,1.1,2.1,5.8,6.28,,.396,.348,.007,.341,,,,10.7,9.7,,2.1,13.0,31.5,-0.6,0.7,0.1,.010,Top60,51
orien-greene-1,Orien Greene,23,Guard,193,94,2005,Louisiana,Sun Belt,24,23,32.3,3.8,9.9,.388,2.4,5.5,.443,1.4,4.4,.321,2.6,3.4,.756,1.4,3.3,4.7,4.1,2.8,0.3,3.5,3.0,11.7,1.91,,.507,.460,.447,.346,,,,,,,,23.1,,0.8,1.8,2.5,.130,Top60,53
dijon-thompson-1,Dijon Thompson,22,Guard,201,88,2005,UCLA,Pac-10,28,27,34.6,6.5,13.8,.474,5.0,9.7,.517,1.5,4.1,.374,3.8,4.9,.787,1.9,6.1,7.9,2.3,1.5,0.3,3.3,2.2,18.4,7.09,,.573,.530,.298,.352,,,,13.3,14.5,,0.6,16.8,27.1,2.7,1.4,4.0,.167,Top60,54
lawrence-roberts-1,Lawrence Roberts,22,Forward,206,108,2005,Mississippi State,SEC,32,32,32.0,5.3,11.9,.448,5.0,10.7,.466,0.4,1.3,.293,5.9,9.0,.653,3.4,7.5,11.0,1.9,1.6,0.8,2.7,2.2,16.9,6.05,,.522,.463,.107,.754,,,,18.7,12.6,,1.7,14.4,28.4,1.7,3.6,5.4,.210,Top60,55
amir-johnson-1,Amir Johnson,18,Guard,175,87,2010,Radford,Big South,29,28,33.1,2.4,6.9,.347,1.3,3.2,.409,1.1,3.7,.292,1.2,2.2,.540,0.4,3.0,3.3,5.7,1.0,0.1,2.3,2.4,7.0,-6.90,,.443,.425,.533,.317,254,1.2,8.9,5.2,29.7,1.7,0.4,22.9,14.5,0.4,1.4,1.9,.078,Top60,56
alex-acker-1,Alex Acker,22,Guard,196,83,2005,Pepperdine,WCC,31,31,37.2,5.9,13.1,.450,4.0,8.7,.459,1.9,4.4,.431,2.9,3.4,.858,1.4,5.1,6.5,3.7,1.3,0.5,2.6,1.9,16.6,1.51,,.564,.522,.337,.260,,,,9.5,19.9,,0.9,15.2,22.2,2.5,1.5,4.0,.140,Top60,60
ronnie-price-1,Ronnie Price,22,Guard,188,86,2005,Utah Valley,Ind,28,28,37.2,8.2,19.1,.427,5.3,11.2,.476,2.9,8.0,.359,5.1,6.4,.789,0.9,3.3,4.2,3.0,1.8,0.2,3.0,2.3,24.3,,,.547,.502,.416,.336,,,,,,,,12.0,,,,,,Undrafted,80
chuck-hayes-1,Chuck Hayes,22,Forward,198,108,2005,Kentucky,SEC,34,34,29.3,4.2,8.3,.509,4.2,8.0,.522,0.1,0.3,.182,2.4,3.3,.730,3.0,4.7,7.7,2.3,1.8,1.0,1.9,2.2,10.9,8.10,,.553,.512,.039,.392,,,,15.5,15.2,,2.6,15.8,20.2,1.8,3.8,5.6,.225,Undrafted,80
john-lucas-2,John Lucas,22,Guard,180,74,2005,Oklahoma State,Big 12,33,33,36.1,6.2,13.7,.451,3.2,6.7,.473,3.0,7.0,.431,2.3,2.5,.905,0.6,1.9,2.5,4.1,1.1,0.0,1.6,1.8,17.7,9.68,,.594,.562,.513,.186,,,,4.4,21.8,,0.1,9.7,23.2,3.6,1.1,4.7,.157,Undrafted,80
alan-anderson-1,Alan Anderson,22,Forward,198,99,2005,Michigan State,Big Ten,33,33,26.6,4.5,8.1,.556,3.8,6.2,.611,0.8,2.0,.385,3.5,3.9,.877,1.8,3.7,5.6,1.7,1.0,0.2,1.6,2.7,13.2,7.41,,.663,.603,.243,.485,,,,12.9,12.4,,0.6,14.1,22.0,3.6,1.7,5.3,.240,Undrafted,80
will-bynum-1,Will Bynum,22,Guard,183,83,2005,Georgia Tech,ACC,32,25,27.3,4.0,10.1,.398,2.5,5.1,.482,1.5,4.9,.310,3.0,3.9,.762,0.6,1.9,2.5,2.5,1.0,0.0,2.4,2.1,12.5,9.78,,.525,.474,.491,.391,,,,4.9,17.7,,0.0,16.6,25.1,1.4,1.1,2.4,.111,Undrafted,80
shavlik-randolph-1,Shavlik Randolph,21,Forward,208,108,2005,Duke,ACC,29,20,18.9,1.6,4.0,.393,1.5,3.6,.413,0.1,0.4,.231,1.1,2.1,.533,1.9,2.4,4.3,0.9,1.0,1.5,1.0,3.1,4.4,10.04,,.436,.406,.111,.513,,,,,,,,17.1,,-0.2,2.1,1.9,.136,Undrafted,80
kelenna-azubuike-1,Kelenna Azubuike,21,Guard,196,99,2005,Kentucky,SEC,34,34,29.1,5.4,11.0,.488,4.0,7.1,.560,1.4,3.9,.356,2.5,3.5,.729,1.7,3.0,4.7,1.5,1.1,0.4,1.6,1.8,14.7,8.10,,.579,.551,.352,.315,,,,9.4,10.9,,0.9,11.5,24.7,2.9,2.1,4.9,.199,Undrafted,80
stephen-graham-1,Stephen Graham,23,Guard,198,97,2005,Oklahoma State,Big 12,33,4,17.9,2.2,4.5,.483,1.7,3.5,.491,0.5,1.0,.455,1.8,2.4,.725,0.8,2.4,3.2,1.1,0.5,0.1,1.6,1.8,6.5,9.68,,.581,.534,.224,.544,,,,11.3,10.7,,0.4,22.3,20.4,1.2,0.8,2.1,.139,Undrafted,80
dwayne-jones-1,Dwayne Jones,22,Center,211,113,2005,St. Joseph's,A-10,36,36,34.8,3.2,6.3,.507,3.2,6.3,.507,0.0,0.0,,3.7,6.9,.536,4.3,7.3,11.6,0.9,0.4,3.0,2.1,2.4,10.1,3.32,,.526,.507,.000,1.093,,,,20.1,5.7,,6.5,17.9,18.3,1.4,4.5,5.9,.189,Undrafted,80
mike-harris-1,Mike Harris,22,Forward,198,108,2005,Rice,WAC,31,31,32.5,7.7,12.7,.608,7.5,11.8,.637,0.2,0.9,.241,4.9,6.1,.800,3.6,8.1,11.7,1.3,1.3,1.2,2.2,2.6,20.6,3.07,,.658,.616,.073,.481,,,,,,,,12.3,,5.2,2.2,7.4,.292,Undrafted,80
will-conroy-1,Will Conroy,22,Guard,188,88,2005,Washington,Pac-10,34,33,30.8,3.2,7.0,.456,2.3,4.1,.564,0.9,2.9,.303,2.1,2.7,.761,0.8,2.6,3.3,6.4,0.8,0.1,2.8,2.5,9.4,7.66,,.562,.519,.414,.385,,,,6.2,30.9,,0.2,25.2,16.2,1.5,1.4,2.9,.112,Undrafted,80
anthony-roberson-1,Anthony Roberson,22,Guard,188,81,2005,Florida,SEC,30,32,31.7,6.4,14.1,.456,3.3,6.0,.547,3.1,8.1,.388,2.7,3.0,.900,0.4,1.7,2.2,2.6,0.7,0.1,1.9,1.7,18.7,7.12,,.602,.567,.572,.213,,,,4.0,17.9,,0.2,10.7,27.9,3.7,0.9,4.6,.195,Undrafted,80
jawad-williams-1,Jawad Williams,22,Forward,206,98,2005,UNC,ACC,37,37,24.0,4.8,8.9,.541,3.7,6.1,.616,1.1,2.8,.381,2.4,2.9,.813,1.5,2.5,4.0,1.4,0.7,0.5,1.5,1.7,13.1,10.66,,.636,.602,.319,.325,,,,9.1,10.2,,1.5,12.4,21.7,3.3,1.7,5.0,.223,Undrafted,80
rawle-marshall-1,Rawle Marshall,23,Guard,206,86,2005,Oakland,Mid-Cont,32,31,36.2,6.6,14.9,.440,5.3,10.8,.496,1.2,4.1,.295,5.5,7.6,.731,2.7,5.0,7.7,2.2,1.8,1.3,3.2,2.3,19.9,0.86,,.537,.481,.277,.507,,,,12.8,13.5,,2.5,14.7,30.7,2.4,1.5,3.9,.135,Undrafted,80
andre-owens-1,Andre Owens,24,Guard,193,90,2005,Houston,CUSA,32,30,34.8,6.1,15.2,.402,3.0,6.4,.463,3.1,8.8,.357,3.0,4.1,.720,1.4,3.4,4.8,2.1,1.3,0.2,1.9,2.8,18.3,3.92,,.534,.505,.577,.272,,,,7.8,13.9,,0.4,10.0,26.6,2.2,1.6,3.8,.138,Undrafted,80
luke-schenscher-1,Luke Schenscher,22,Center,216,115,2005,Georgia Tech,ACC,32,32,26.0,4.1,7.7,.539,4.1,7.5,.544,0.0,0.1,.250,1.8,2.8,.640,2.6,4.7,7.3,1.3,0.7,1.8,1.9,2.4,10.1,9.78,,.560,.541,.016,.363,,,,15.1,9.6,,4.6,17.3,20.0,1.6,2.8,4.4,.211,Undrafted,80
donell-taylor-1,Donell Taylor,23,Guard,198,81,2005,Alabama-Birmingham,CUSA,33,32,27.5,5.4,10.6,.506,3.9,7.0,.563,1.4,3.6,.395,3.3,4.2,.786,1.4,3.0,4.4,3.0,2.0,0.3,2.3,2.8,15.5,4.78,,.613,.573,.340,.400,,,,9.1,22.4,,0.9,15.4,25.7,3.3,1.8,5.1,.226,Undrafted,80
lance-allred-1,Lance Allred,24,Center,211,113,2005,Weber State,Big Sky,29,28,32.5,6.4,12.4,.515,6.3,12.2,.514,0.1,0.2,.600,4.9,6.9,.709,4.2,7.8,12.0,1.7,0.5,0.2,2.9,2.5,17.7,-5.62,,.567,.519,.014,.554,,,,,,,,15.6,,2.8,1.4,4.1,.176,Undrafted,80
sean-banks-1,Sean Banks,20,Forward,203,93,2005,Memphis,CUSA,16,10,29.6,4.2,12.1,.347,2.8,7.7,.358,1.4,4.4,.329,4.7,6.1,.765,1.9,3.9,5.8,1.9,0.6,0.9,2.6,1.9,14.5,5.40,,.484,.407,.363,.508,,,,,,,,14.6,,0.3,1.1,1.4,.115,Undrafted,80
eddie-basden-1,Eddie Basden,22,Guard,196,97,2005,Charlotte,CUSA,29,28,36.2,5.3,11.0,.487,4.6,9.0,.510,0.8,2.0,.386,3.8,5.2,.724,2.6,5.8,8.4,3.7,3.2,0.1,2.6,2.0,15.2,3.97,,.566,.522,.179,.478,,,,12.6,20.6,,0.3,16.3,21.0,2.2,2.5,4.7,.179,Undrafted,80
sharrod-ford-1,Sharrod Ford,22,Forward,206,102,2005,Clemson,ACC,32,32,28.8,5.8,11.3,.512,5.8,11.2,.517,0.0,0.1,.000,3.3,5.7,.585,3.4,4.7,8.2,1.1,0.8,2.1,2.6,2.9,14.9,8.86,,.532,.512,.008,.507,,,,15.8,8.7,,5.4,15.8,26.6,1.7,2.7,4.4,.191,Undrafted,80
deng-gai-1,Deng Gai,23,Forward,206,113,2005,Fairfield,MAAC,30,30,34.7,5.2,11.0,.474,4.6,9.1,.504,0.6,1.9,.333,2.8,3.8,.722,2.7,5.8,8.5,1.3,0.6,5.5,2.1,2.8,13.9,-3.23,,.539,.503,.172,.347,,,,,,,,13.9,,1.7,3.8,5.5,.212,Undrafted,80
devin-green-1,Devin Green,22,Guard,201,95,2005,Hampton,MEAC,30,30,32.5,5.0,10.9,.456,4.1,8.6,.479,0.8,2.3,.368,3.3,4.6,.717,2.3,5.3,7.6,2.2,1.9,0.6,2.8,2.5,14.1,-10.96,,.538,.494,.208,.422,,,,13.6,15.7,,1.3,17.5,24.2,1.8,2.6,4.4,.180,Undrafted,80
keith-langford-1,Keith Langford,21,Guard,193,97,2005,Kansas,Big 12,28,27,31.0,5.2,11.1,.465,4.1,8.0,.509,1.1,3.1,.352,3.0,4.9,.601,1.3,2.7,4.0,2.8,0.9,0.2,2.0,1.8,14.4,10.85,,.535,.514,.282,.442,,,,7.3,18.6,,0.5,12.7,25.1,1.5,1.2,2.8,.128,Undrafted,80
aaron-miles-1,Aaron Miles,22,Guard,185,79,2005,Kansas,Big 12,30,30,33.1,2.9,6.3,.457,1.5,3.6,.426,1.3,2.7,.500,2.2,2.8,.788,0.6,2.9,3.5,7.2,1.7,0.3,3.1,1.9,9.3,10.85,,.611,.564,.426,.452,,,,6.0,38.2,,0.7,28.7,16.2,2.1,2.0,4.1,.166,Undrafted,80
kevinn-pinkney-1,Kevinn Pinkney,21,Forward,208,111,2005,Nevada,WAC,31,31,29.2,4.7,8.7,.543,4.6,8.2,.561,0.1,0.5,.214,3.0,4.0,.744,2.5,5.2,7.7,1.2,1.3,0.8,1.6,2.2,12.5,3.02,,.591,.548,.052,.465,,,,14.9,9.3,,1.9,13.0,20.9,2.5,2.8,5.3,.234,Undrafted,80
roger-powell-1,Roger Powell,22,Forward,198,106,2005,Illinois,Big Ten,39,39,25.1,4.5,8.2,.549,4.0,6.8,.581,0.5,1.3,.385,2.5,3.4,.729,2.6,3.1,5.7,0.4,0.6,0.2,1.1,2.6,12.0,8.47,,.611,.580,.163,.417,,,,13.9,3.2,,0.7,9.9,22.7,3.2,2.2,5.4,.220,Undrafted,80
matt-walsh-1,Matt Walsh,22,Forward,198,92,2005,Florida,SEC,28,26,29.9,4.5,9.9,.453,2.0,4.1,.491,2.5,5.8,.426,3.1,3.8,.821,0.4,3.3,3.6,3.0,1.0,0.3,2.5,1.8,14.6,7.12,,.621,.577,.583,.381,,,,7.2,20.2,,0.6,17.4,24.2,3.0,1.3,4.3,.207,Undrafted,80
kyle-bailey-2,Kyle Bailey,23,Guard,188,90,2005,Santa Clara,WCC,31,29,34.3,5.0,13.4,.372,3.0,7.0,.426,2.0,6.4,.313,2.8,3.7,.772,1.4,3.4,4.7,4.2,1.5,0.3,2.5,2.3,14.8,2.18,,.489,.447,.478,.275,,,,,,,,14.3,,0.7,1.7,2.4,.088,Undrafted,80
romel-beck-1,Romel Beck,23,Forward,201,83,2005,UNLV,MWC,28,18,26.3,4.5,10.3,.436,2.4,4.9,.482,2.1,5.4,.393,2.6,3.1,.828,0.5,2.0,2.4,1.3,0.5,0.2,2.0,1.7,13.6,5.61,,.580,.538,.523,.303,,,,,,,,14.8,,2.1,0.5,2.6,.142,Undrafted,80
elton-brown-1,Elton Brown,21,Forward,206,115,2005,Virginia,ACC,29,23,28.6,5.0,10.4,.478,4.9,10.1,.486,0.0,0.2,.143,2.8,5.2,.543,2.6,5.6,8.1,0.7,0.3,0.4,2.0,2.6,12.8,10.62,,.498,.480,.023,.502,,,,15.9,5.3,,1.1,13.3,25.3,0.6,0.9,1.5,.074,Undrafted,80
marcus-campbell-2,Marcus Campbell,23,Center,213,122,2005,Mississippi State,SEC,32,28,14.8,2.6,4.9,.519,2.6,4.9,.519,0.0,0.0,,0.8,1.3,.675,2.0,2.9,5.0,0.3,0.2,1.0,1.3,2.1,6.0,6.05,,.540,.519,.000,.253,,,,18.4,3.6,,4.6,19.2,22.2,0.7,2.0,2.7,.232,Undrafted,80
pat-carroll-1,Pat Carroll,22,Guard,196,86,2005,St. Joseph's,A-10,35,35,34.8,6.1,13.9,.437,2.2,5.0,.443,3.9,8.9,.434,2.3,3.1,.736,0.7,3.1,3.9,1.9,0.8,0.3,1.6,2.1,18.3,3.32,,.596,.576,.641,.227,,,,6.7,15.8,,0.7,9.3,26.6,4.6,1.6,6.2,.202,Undrafted,80
steve-castleberry-1,Steve Castleberry,24,Center,211,111,2005,Rider,MAAC,30,24,17.3,3.4,6.2,.551,3.4,6.2,.551,0.0,0.0,,1.5,2.3,.638,1.8,2.3,4.1,0.6,0.6,1.0,0.9,1.9,8.3,-4.33,,.569,.551,.000,.369,,,,13.3,7.3,,3.8,10.9,23.8,1.2,1.3,2.5,.192,Undrafted,80
